Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2020,11,Novembre,RP Metropolitana Sud,ABP Esplugues de Llobregat,Barcelona,Baix Llobregat,Resta de municipis ABP Esplugues de Llobregat,Establiments - Altres comerços,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,1
2020,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via pública urbana,Presencial,Delictes,De les lesions,Lesions (lleu),LGTBI-fòbia,1,1
2020,11,Novembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,1
2020,11,Novembre,RP Central,ABP Bages,Barcelona,Bages,Resta de municipis ABP Bages,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys (lleu),Orientació política,1,1
2020,11,Novembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,"Hospitalet de Llobregat, l'",Dependències - Judicial,Presencial,Delictes,De les lesions,Lesions (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Partit polític,Presencial,Infraccions administratives,Llei 4/15 de Protecció de seguretat ciutadana,Danys / deslluïments de béns mobles / immobles,Orientació política,1,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Establiments - Restauració - Bar,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,"Vendrell, el",Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Partit polític,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1
2020,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Partit polític,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys (lleu),Orientació política,1,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys (lleu),Orientació política,1,1
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,"Ètnic, origen nacional i/o racial",1,1
2020,12,Desembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces (lleu),Orientació política,1,1
2020,12,Desembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta de municipis ABP Arenys de Mar,Empresa de la construcció,Internet o xarxes socials,Infraccions administratives,Infraccions ordenança convivència ciutadana,Infraccions ordenança convivència ciutadana,"Ètnic, origen nacional i/o racial",1,0
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2020,12,Desembre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,"Vendrell, el",Empreses de la construcció,Presencial,Delictes,De les lesions,Falta de maltractament d'obra sense lesió,Sexisme,1,1
2020,12,Desembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Partit polític,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys (lleu),Orientació política,1,1
2020,12,Desembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Presencial,Delictes,De les lesions,Falta de maltractament d'obra sense lesió,Orientació política,1,1
2020,12,Desembre,RP Central,ABP Bages,Barcelona,Moianès,Resta de municipis ABP Bages,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Coaccions (lleu),"Ètnic, origen nacional i/o racial",1,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Religiós,1,1
2020,12,Desembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta de municipis ABP Granollers,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2020,12,Desembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta de municipis ABP Gironès - Pla de l'Estany,Via pública urbana,Presencial,Delictes,Delictes contra l'ordre públic,"Atemptat a autoritat, agents de l' autoritat i resistència i desobediència","Ètnic, origen nacional i/o racial",1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Centre religiós islàmic,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Religiós,1,1
2021,1,Gener,RP  Metropolitana Nord,ABP Premià de Mar,Barcelona,Maresme,Resta municipis ABP Premià de Mar,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,2
2021,1,Gener,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,1,Gener,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Habitatge - Escala/portal finca/replà,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP  Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,Ètnia/origen nacional/origen racial,1,1
2021,3,Març,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis ABP Anoia,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,1,Gener,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada i Reixac,Escola,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Religiós,1,1
2021,1,Gener,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Sant Adrià de Besòs,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1
2021,1,Gener,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Partit polític,Presencial,Altres,Fets diversos,Diligències informatives,Orientació política,1,1
2021,1,Gener,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Hosteleria - Hotel,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Centre d'Atenció Primària,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Sexisme,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Antisemita,1,1
2021,3,Març,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis ABP Alt Empordà - Roses,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Escola,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Establiment - Benzinera - Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,1,Gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Altres espais,Internet o xarxes socials,Delictes,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,LGTBI-fòbia,1,4
2021,1,Gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Central,ABP Anoia,Barcelona,Anoia,Igualada,Institut d'Educació,Presencial,Delictes,Delictes contra la llibertat,Coaccions,LGTBI-fòbia,1,2
2021,10,Octubre,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis ABP Alt Empordà - Roses,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,3
2021,4,Abril,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis ABP Anoia,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,2
2021,1,Gener,RP Central,ABP Bages,Barcelona,Bages,Manresa,Habitatge - Altres espais,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,
2021,2,Febrer,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Discapacitat psíquica/mental,1,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,Sexisme,1,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1
2021,2,Febrer,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,6,Juny,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis ABP Anoia,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,5
2021,2,Febrer,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,2,Febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,LGTBI-fòbia,1,1
2021,2,Febrer,RP Girona,ABP Baix Empordà - La Bisbal,Girona,Baix Empordà,Palafrugell,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,"Contra la llibertat de consciència, religió i respecte als difunts",Religiós,1,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,2
2021,2,Febrer,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,1,3
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Establiments - Supermercat centre comercial,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,2,Febrer,RP Central,ABP Osona,Barcelona,Osona,Vic,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,
2021,2,Febrer,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Valls,Dependències - Policia de la Generalitat - Mossos d'Esquadra,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Diligències informatives,Orientació política,1,
2021,2,Febrer,RP Metropolitana Sud,ABP Hospitalet de Llobregat,Barcelona,Baix Llobregat,l' Hospitalet de Llobregat,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Orientació política,1,3
2021,8,Agost,RP Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis ABP Alt Empordà - Roses,Platja,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,2
2021,2,Febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Presencial,Infracció administrativa,Llei 4/15 de Protecció de seguretat ciutadana,Altres delictes contra l'ordre públic,Orientació política,1,
2021,2,Febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Transport públic - Tren FGC - Estació,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,2,Febrer,RP Metropolitana Barcelona,Unitat d'informació RPMB,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De l’homicidi i les seves formes,Assassinat,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis ABP Anoia,Cementiri,Presencial,Delictes,Delictes contra l’honor,Injúria,Orientació política,1,1
2021,2,Febrer,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Transport públic - Autobús,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,2,Febrer,RP Central,ABP Bages,Barcelona,Bages,Resta municipis ABP Bages,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Ètnia/origen nacional/origen racial,1,1
2021,2,Febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hospital,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
